kinsler_sample_label,sample,assay,treatment,rep,time,total_raw_count,bias_prevalence,normalization_factor
O1,0.2MKCl-R1-T1,0.2MKCl-R1,0.2MKCl,1,1,2930331.0,-0.12603065591267965,4282.053370786517
O2,0.2MKCl-R1-T2,0.2MKCl-R1,0.2MKCl,1,2,2883775.0,-0.8274491213503155,4135.505664305169
O3,0.2MKCl-R1-T3,0.2MKCl-R1,0.2MKCl,1,3,296368.0,2.0276824024715516,400.59257830355807
O4,0.2MKCl-R1-T4,0.2MKCl-R1,0.2MKCl,1,4,720167.0,-1.0785462096280418,956.3286516853933
AA1,0.5%Raf-R1-T1,0.5%Raf-R1,0.5%Raf,1,1,2502245.0,0.2854767309843482,2174.372549019608
AA2,0.5%Raf-R1-T2,0.5%Raf-R1,0.5%Raf,1,2,5251704.0,-1.7422923872376341,2985.2131320883473
AA3,0.5%Raf-R1-T3,0.5%Raf-R1,0.5%Raf,1,3,424928.0,2.6324303333825014,160.40934743953787
AA4,0.5%Raf-R1-T4,0.5%Raf-R1,0.5%Raf,1,4,719696.0,-1.1732379576745133,186.80392156862746
BB1,0.5%Raf-R2-T1,0.5%Raf-R2,0.5%Raf,2,1,2911053.0,0.06383857118518547,2603.124645892351
BB2,0.5%Raf-R2-T2,0.5%Raf-R2,0.5%Raf,2,2,2661220.0,-1.1062122387207325,1443.485078028426
BB3,0.5%Raf-R2-T3,0.5%Raf-R2,0.5%Raf,2,3,406893.0,2.0388645707487303,146.78405058056714
BB4,0.5%Raf-R2-T4,0.5%Raf-R2,0.5%Raf,2,4,551741.0,-0.98703550424523,142.96600566572238
P1,0.5MKCl-R1-T1,0.5MKCl-R1,0.5MKCl,1,1,4060418.0,0.20613430399617216,7446.9807692307695
P2,0.5MKCl-R1-T2,0.5MKCl-R1,0.5MKCl,1,2,2173275.0,-1.0575619010804114,3894.8606757383964
P3,0.5MKCl-R1-T3,0.5MKCl-R1,0.5MKCl,1,3,355146.0,1.4633191302548372,592.9030920151346
P4,0.5MKCl-R1-T4,0.5MKCl-R1,0.5MKCl,1,4,565008.0,-0.6259829604307716,862.8461538461538
G1,1.4%Gluc-R1-T1,1.4%Gluc-R1,1.4%Gluc,1,1,4194734.0,-0.8469012667953403,4317.116022099448
G2,1.4%Gluc-R1-T2,1.4%Gluc-R1,1.4%Gluc,1,2,2309670.0,-1.4339333873363158,1545.6792255386993
G3,1.4%Gluc-R1-T3,1.4%Gluc-R1,1.4%Gluc,1,3,425111.0,5.4042519483464675,187.53153093149118
G4,1.4%Gluc-R1-T4,1.4%Gluc-R1,1.4%Gluc,1,4,1463723.0,-3.1270300420384873,404.414364640884
H1,1.4%Gluc-R2-T1,1.4%Gluc-R2,1.4%Gluc,2,1,3729423.0,-0.4895271873219893,3538.2944444444443
H2,1.4%Gluc-R2-T2,1.4%Gluc-R2,1.4%Gluc,2,2,2039149.0,-1.1567119033187934,1307.300353445224
H3,1.4%Gluc-R2-T3,1.4%Gluc-R2,1.4%Gluc,2,3,275327.0,3.782808833177332,114.26144157135865
H4,1.4%Gluc-R2-T4,1.4%Gluc-R2,1.4%Gluc,2,4,757201.0,-2.1341085729877833,185.1861111111111
GG1,1.5%Suc1%Raf-R1-T1,1.5%Suc1%Raf-R1,1.5%Suc1%Raf,1,1,1570471.0,-1.799848566033647,1660.0258064516129
GG2,1.5%Suc1%Raf-R1-T2,1.5%Suc1%Raf-R1,1.5%Suc1%Raf,1,2,383177.0,2.299472081169083,351.6918228506152
GG3,1.5%Suc1%Raf-R1-T3,1.5%Suc1%Raf-R1,1.5%Suc1%Raf,1,3,313867.0,0.8125015096976611,262.93739143850354
GG4,1.5%Suc1%Raf-R1-T4,1.5%Suc1%Raf-R1,1.5%Suc1%Raf,1,4,480985.0,-1.3083294990981738,452.56774193548387
1.6%-R1-T1,1.6%Gluc-R1-T1,1.6%Gluc-R1,1.6%Gluc,1,1,144748.0,-0.08832584173951391,299.5970149253731
1.6%-R1-T2,1.6%Gluc-R1-T2,1.6%Gluc-R1,1.6%Gluc,1,2,186883.0,-0.48678056610509635,312.8250480885318
1.6%-R1-T3,1.6%Gluc-R1-T3,1.6%Gluc-R1,1.6%Gluc,1,3,239999.0,1.2382154200997766,311.81580962417473
1.6%-R1-T4,1.6%Gluc-R1-T4,1.6%Gluc-R1,1.6%Gluc,1,4,677668.0,-0.663367470585421,590.3283582089553
1.6%-R2-T1,1.6%Gluc-R2-T1,1.6%Gluc-R2,1.6%Gluc,2,1,101689.0,0.4594226886168526,212.70454545454547
