0.2MKCl-R1,0.5%Raf-R1,0.5%Raf-R2,0.5MKCl-R1,1.4%Gluc-R1,1.4%Gluc-R2,1.5%Suc1%Raf-R1,1.6%Gluc-R1,1.6%Gluc-R2,1.8%Gluc-R1,1.8%Gluc-R2,Baffled-R1,Baffled-R2,EC13-R1,EC13-R2,EC13-R3,EC18-R1,EC18-R2,EC18-R3,EC20-R1,EC20-R2,EC20-R3,EC21-R1,EC21-R2,EC21-R3,EC23-R1,EC23-R2,EC23-R3,EC3-R1,EC3-R2,EC3-R3,M3-R1,M3-R2,M3-R3,M3-R4
0.1028607059130063,0.011198021147395215,0.035354372562548905,0.11460704437229045,0.007481349934438225,0.03658233132432751,0.04121231092843038,0.014645238534514026,-0.11178690780507841,0.03283888245527542,-0.012017450864200658,0.033023202499480764,0.028935668370900846,-0.16153529112628778,-0.12663238722951012,-0.09147175407622377,-0.21748240630213822,-0.028897540679690414,-0.06714539175682538,0.14721657463156812,0.12555828484273013,0.0331764158000885,0.036506760249385276,0.00910911695672725,0.06393167463030115,0.06392881096035405,0.05885247186498814,0.08154308659197876,-0.1464023137532769,-0.19091116027336907,-0.17716400883286373,0.03229531461382043,0.005653255091154941,0.0076395972873682435,0.031788799070096095
-0.1953960312597352,0.6894690004533371,0.6974470287346242,-0.7495815583420976,0.7033946126000634,0.6977564816079094,0.22123733846847352,0.8778773447256526,0.8419627680360297,0.6480767940758209,0.658096291756461,0.729528872148463,0.7412014987938536,1.1770888237244277,1.1467458040886083,1.1053442320683868,0.7157787435019567,0.8370933236072293,0.9079303191641075,0.8132164929757946,0.7194704377865162,0.4188504465644123,0.5860227797252342,0.5039703824499548,0.493869192038661,0.7482803946548368,0.656304445012254,0.6162060040808125,0.6118867846333771,0.6674575774550082,0.6958611161237572,0.665862632958554,0.7766772624239057,0.6405865607441086,0.6978426276121291
0.1696351176964621,0.031095653698446267,0.06306742619360287,0.16568081652604477,-0.014837658030778411,0.09432746291496305,0.0028717747115510643,-0.20941879587624884,-0.20002678534994517,0.09877973452512509,0.01600852577841534,0.026271331397248375,-0.0014357860305391212,-0.2709631822829503,-0.3278765686866391,-0.21388107910197435,-0.32502833306344997,-0.24345299270582285,-0.24197931454680338,-0.022887012242037548,0.017715201217324714,0.0564696073347735,0.08241308537472454,0.11053710118509925,0.06147429127899935,0.01713930995085075,0.05773141257535401,0.06506394895568932,-0.40291220490124574,-0.34171823890328706,-0.36863252098289645,0.03577633004371413,-0.008142622326377183,0.06045433676104768,0.04750097260048042
-0.03555072425144101,0.4683570964649052,0.5077265912447594,-1.0356463541043897,0.5141078198195028,0.5052534770945897,0.10167499436653626,0.31062766157855054,0.2567995351413258,0.4509348559991332,0.438762055517602,0.6250066513787084,0.6779921597695149,0.7041382641518107,0.7921348265921518,0.6842216475785803,0.5515213576204734,0.5174424066997856,0.5513096163966376,0.5311604121331555,0.4681606143546444,0.37591700686424123,0.4820178447563851,0.47790489898919414,0.4165450566409251,0.5563599642147599,0.47208175630874755,0.4867375705218251,0.2580825205019745,0.284321411109303,0.33928829030965313,0.4741189920453589,0.5467546726942867,0.42037332265100663,0.5143617678794706
-0.03256682144142857,0.2713525408160459,0.31472196758687754,-0.5994090708989823,0.42511518405590804,0.3023158011389613,-0.010303200123084454,0.3863699501603889,0.3359493039991119,0.26577762924996623,0.2775928028095283,0.5335630725719926,0.6642448722975475,0.6961874862130631,0.6754001532660671,0.548392276090276,0.5336552420395544,0.39250498352127217,0.5983445230236599,0.3910880813522948,0.2558291556430876,0.28937388506042694,0.42738035557672005,0.4904734775717081,0.26978376304090884,0.4972617953286352,0.3622384942957061,0.364889737244172,0.302557465791838,0.3536106313281805,0.30179178258869366,0.3412200213723492,0.4985073373638049,0.39357435998760104,0.3499481493557082
-0.8052773592849022,0.5163411160918387,0.5396573137453373,-0.29314358268879986,0.7106864676866379,0.6549438689288605,0.03208417392226961,0.39613564099812826,0.25445125349519476,0.4674053853347345,0.5100297701935714,0.6412030018680523,0.5281551183085942,0.9339236481158787,0.9488842411370456,0.762695452879979,0.6537262848344624,0.5968616494260417,0.8702868636941968,0.43823253600988565,0.3901551562521566,0.6116412576046619,0.7554610593574598,0.8569027624930374,0.5152367379971625,0.7264751527393395,0.6891522229507976,0.5545166820595513,0.634049560688301,0.6937637473546326,0.6302357391512253,0.6610188218799519,0.7913588841502108,0.5220215971738603,0.5828198521152747
0.6827282662984955,1.0291371417168007,1.1009796206355964,0.8364934533213451,0.9230883440577727,1.1303063052286473,0.41932017763330653,0.3333428036293632,0.33498476690684037,0.9973451479814195,0.9723165349027522,0.4636217644869987,0.20889841967862707,0.7776284135731107,0.7612497490889514,0.5788102909836229,0.6214499755436202,0.5075296801580279,0.6820654182047973,0.682956689372439,0.38121008818496493,-0.8127810391518349,0.12285881550011908,-0.1624945737561788,-0.2542823355248244,0.3283408759380011,0.07643598245434546,0.01807398514311398,0.454342552312429,0.5012664581580376,0.48931141849859394,0.6177349348089575,-0.5073139459022016,-0.6305674009596363,0.23405209471847144
0.0825766060846089,-0.013330467542799207,-0.10192328781720454,0.08896191697716367,0.0033728464629612987,-0.07742285618180773,0.11802135097288072,-0.1912168362635259,-0.15958858526319525,-0.016946184891458403,-0.01194795800251347,-0.09770669556297723,-0.03170842962636616,-0.20437621365585557,-0.30536874786391294,-0.12804869069822394,0.1999542582636391,-0.13857845338325725,-0.17528389161174185,0.08852953815424602,0.05670977542202989,0.04351772507926426,0.05235367181093359,0.0673671328545787,0.07259171750414961,0.04156951328419557,0.054321786953909414,0.06325751144498115,-0.2893711241795665,-0.18342920431199045,-0.12991824559432735,-0.04149954261601181,0.05009971943883067,0.05082878983649817,-0.00014790080228608838
-1.1859937246154737,0.6459517011033922,0.699115920316306,0.1334131815619159,0.7568520984211302,0.7661915991358829,0.163957715970264,0.370334915152397,0.18094003541496334,0.574981414607753,0.6682143076890226,0.6678106866526013,0.5564679687869715,0.8899536443612884,0.8868321761943353,0.8556863546855201,0.6037899745274387,0.5621170085601657,0.7748223296858595,0.9652780014637897,0.7015854164414739,0.35580954597657816,0.551941523198422,0.5263990861390967,0.489910846748112,0.790346933190433,0.61712277083323,0.44281404461341334,0.6426664486900211,0.6832217097704676,0.6589179256584128,0.7306423168876288,0.8238048052587494,0.5926385792796992,0.6762886044347493
0.024192518547653967,-0.07979910804732822,-0.03986774559138271,0.09996954591508296,0.005145130068882803,-0.08096673005516666,0.01049312521070983,-0.1325996569454321,-0.16549723610216477,-0.06334661290535044,-0.061396268553736734,-0.09110111057914352,-0.06871372643347806,-0.19705839442388098,-0.24361606692259152,-0.22331694913750816,-0.2878196806150888,-0.2492164417809959,-0.10287157536922234,0.1509078485289118,0.08796723631709269,-0.038168893926798314,-0.06051000829910795,-0.028884541127052764,0.013036682028696156,0.01070122008736798,-0.012780365968516205,0.012481355168257602,-0.17876300682247998,-0.17956343094117339,-0.16873037920254902,-0.07151224182183957,0.07431917455729016,-0.014504292510500533,-0.051275979419827956
