kinsler_sample_label,sample,assay,treatment,rep,time,total_raw_count,bias_prevalence,normalization_factor
H1,1.4%Gluc-R2-T1,1.4%Gluc-R2,1.4%Gluc,2,1,3729423.0,-0.3817700826995944,3538.2944444444443
H2,1.4%Gluc-R2-T2,1.4%Gluc-R2,1.4%Gluc,2,2,2039149.0,-0.721858103697304,1308.6070711877658
H3,1.4%Gluc-R2-T3,1.4%Gluc-R2,1.4%Gluc,2,3,275327.0,2.5893511560700606,115.33655822980445
H4,1.4%Gluc-R2-T4,1.4%Gluc-R2,1.4%Gluc,2,4,757201.0,-1.4849248205043228,185.1861111111111
GG1,1.5%Suc1%Raf-R1-T1,1.5%Suc1%Raf-R1,1.5%Suc1%Raf,1,1,1570471.0,-1.2145001253862948,1660.0258064516129
GG2,1.5%Suc1%Raf-R1-T2,1.5%Suc1%Raf-R1,1.5%Suc1%Raf,1,2,383177.0,1.798183678460812,352.3255665380993
GG3,1.5%Suc1%Raf-R1-T3,1.5%Suc1%Raf-R1,1.5%Suc1%Raf,1,3,313867.0,0.05490270889136361,264.21346516578893
GG4,1.5%Suc1%Raf-R1-T4,1.5%Suc1%Raf-R1,1.5%Suc1%Raf,1,4,480985.0,-0.6360581686500326,452.56774193548387
1.6%-R1-T1,1.6%Gluc-R1-T1,1.6%Gluc-R1,1.6%Gluc,1,1,144748.0,-0.08866138399718178,299.5970149253731
1.6%-R1-T2,1.6%Gluc-R1-T2,1.6%Gluc-R1,1.6%Gluc,1,2,186883.0,-0.16420344195433978,312.706253343625
1.6%-R1-T3,1.6%Gluc-R1-T3,1.6%Gluc-R1,1.6%Gluc,1,3,239999.0,0.594110929829388,313.4643498899979
1.6%-R1-T4,1.6%Gluc-R1-T4,1.6%Gluc-R1,1.6%Gluc,1,4,677668.0,-0.34146738366519586,590.3283582089553
1.6%-R2-T1,1.6%Gluc-R2-T1,1.6%Gluc-R2,1.6%Gluc,2,1,101689.0,0.20451480276854916,212.70454545454547
1.6%-R2-T2,1.6%Gluc-R2-T2,1.6%Gluc-R2,1.6%Gluc,2,2,254212.0,-0.1549912331690173,466.58470140438135
1.6%-R2-T3,1.6%Gluc-R2-T3,1.6%Gluc-R2,1.6%Gluc,2,3,250512.0,-0.3044708230002598,365.23005926715007
1.6%-R2-T4,1.6%Gluc-R2-T4,1.6%Gluc-R2,1.6%Gluc,2,4,318062.0,0.25445550269466277,337.4318181818182
I1,1.8%Gluc-R1-T1,1.8%Gluc-R1,1.8%Gluc,1,1,3944246.0,-0.9066213980896141,5028.840659340659
I2,1.8%Gluc-R1-T2,1.8%Gluc-R1,1.8%Gluc,1,2,2010910.0,0.14105158359570302,2020.0136817835996
I3,1.8%Gluc-R1-T3,1.8%Gluc-R1,1.8%Gluc,1,3,336244.0,2.4346104059836837,255.9005573272017
I4,1.8%Gluc-R1-T4,1.8%Gluc-R1,1.8%Gluc,1,4,681736.0,-1.670821545823451,362.22802197802196
J1,1.8%Gluc-R2-T1,1.8%Gluc-R2,1.8%Gluc,2,1,3090634.0,-0.7906970793738963,3737.9972222222223
J2,1.8%Gluc-R2-T2,1.8%Gluc-R2,1.8%Gluc,2,2,2188349.0,0.40537764032077606,2059.7443849112683
J3,1.8%Gluc-R2-T3,1.8%Gluc-R2,1.8%Gluc,2,3,384946.0,1.5627387664944306,279.0773531053104
J4,1.8%Gluc-R2-T4,1.8%Gluc-R2,1.8%Gluc,2,4,620947.0,-1.177739507972682,286.74444444444447
E1,Baffled-R1-T1,Baffled-R1,Baffled,1,1,6229520.0,-0.29724822522290195,7603.939726027397
E2,Baffled-R1-T2,Baffled-R1,Baffled,1,2,2166425.0,0.03486354659224063,1825.8554502758002
E3,Baffled-R1-T3,Baffled-R1,Baffled,1,3,928842.0,0.8221088040953253,527.7311604973762
E4,Baffled-R1-T4,Baffled-R1,Baffled,1,4,7440597.0,-0.5607715201210347,2466.4438356164383
F1,Baffled-R2-T1,Baffled-R2,Baffled,2,1,5377148.0,-0.191220942641399,6182.114130434783
F2,Baffled-R2-T2,Baffled-R2,Baffled,2,2,4003224.0,0.11393322881192498,3251.404270750255
F3,Baffled-R2-T3,Baffled-R2,Baffled,2,3,9610137.0,0.34413023105198953,5002.615486829344
F4,Baffled-R2-T4,Baffled-R2,Baffled,2,4,9000954.0,-0.26540352938626377,2669.6684782608695
13-1-1,EC13-R1-T1,EC13-R1,EC13,1,1,1138999.0,-0.29957128051437687,1064.1460674157304
13-2-1,EC13-R1-T2,EC13-R1,EC13,1,2,2399880.0,0.4335017744247672,1326.352971692514
13-3-1,EC13-R1-T3,EC13-R1,EC13,1,3,3950750.0,0.03457650271652567,968.9068053805569
13-4-1,EC13-R1-T4,EC13-R1,EC13,1,4,1473942.0,-0.1669395253042094,163.77153558052436
13-1-2,EC13-R2-T1,EC13-R2,EC13,2,1,1310835.0,-0.16181535553636264,1201.236
13-2-2,EC13-R2-T2,EC13-R2,EC13,2,2,1712743.0,0.16963622423889932,949.5477092844812
13-3-2,EC13-R2-T3,EC13-R2,EC13,2,3,3287883.0,0.14824009798205484,769.4774124998135
13-4-2,EC13-R2-T4,EC13-R2,EC13,2,4,1655167.0,-0.15463735524138936,177.632
13-1-3,EC13-R3-T1,EC13-R3,EC13,3,1,1122575.0,0.31640840926557573,1224.9329896907216
13-2-3,EC13-R3-T2,EC13-R3,EC13,3,2,366483.0,-0.6676372771591584,240.9752959851851
13-3-3,EC13-R3-T3,EC13-R3,EC13,3,3,2938992.0,0.3813919796287965,889.9074980763737
13-4-3,EC13-R3-T4,EC13-R3,EC13,3,4,1016186.0,-0.03172105330778204,159.8659793814433
18-2-1,EC18-R1-T1,EC18-R1,EC18,1,1,104195.0,-0.36499819316979276,69.1005291005291
18-3-1,EC18-R1-T2,EC18-R1,EC18,1,2,2365974.0,0.7293864388246944,963.2769688348169
18-4-1,EC18-R1-T3,EC18-R1,EC18,1,3,5334168.0,-0.3651681636557001,1297.037037037037
18-2-2,EC18-R2-T1,EC18-R2,EC18,2,1,265563.0,0.04991587310538351,197.30674846625766
18-3-2,EC18-R2-T2,EC18-R2,EC18,2,2,672289.0,-0.10041121072709602,297.75402437046847
18-4-2,EC18-R2-T3,EC18-R2,EC18,2,3,6473793.0,0.04982616721093878,1659.0981595092026
18-2-3,EC18-R3-T1,EC18-R3,EC18,3,1,1361173.0,0.4215141138931065,910.2407407407408
18-3-3,EC18-R3-T2,EC18-R3,EC18,3,2,2640350.0,-0.8440812613740561,1056.819509000261
18-4-3,EC18-R3-T3,EC18-R3,EC18,3,3,3884866.0,0.4210538895854359,822.5555555555555
20-2-1,EC20-R1-T1,EC20-R1,EC20,1,1,1652478.0,0.43198625268640234,2420.491176470588
20-3-1,EC20-R1-T2,EC20-R1,EC20,1,2,1363545.0,-0.8611645455952474,1496.4497885033088
20-4-1,EC20-R1-T3,EC20-R1,EC20,1,3,866836.0,0.43099238436827003,617.385294117647
20-2-2,EC20-R2-T1,EC20-R2,EC20,2,1,1670307.0,0.18635794959251964,2413.958823529412
20-3-2,EC20-R2-T2,EC20-R2,EC20,2,2,1202018.0,-0.3725524522711504,1364.173824640464
20-4-2,EC20-R2-T3,EC20-R2,EC20,2,3,1386643.0,0.18633469729038618,1126.3441176470587
20-2-3,EC20-R3-T1,EC20-R3,EC20,3,1,1316096.0,0.9291197977713457,2056.708823529412
20-3-3,EC20-R3-T2,EC20-R3,EC20,3,2,1178662.0,-1.8581081318386206,1632.935657786367
20-4-3,EC20-R3-T3,EC20-R3,EC20,3,3,1599878.0,0.929686370291295,1741.8764705882354
21-1-1,EC21-R1-T1,EC21-R1,EC21,1,1,648164.0,-0.19456440187452032,877.6873065015479
21-2-1,EC21-R1-T2,EC21-R1,EC21,1,2,1538389.0,-2.9944857013760404,1634.3726899507717
21-3-1,EC21-R1-T3,EC21-R1,EC21,1,3,1106350.0,6.568140965209336,793.2488756235904
21-4-1,EC21-R1-T4,EC21-R1,EC21,1,4,1758008.0,-3.3820155820675084,839.3715170278638
21-1-2,EC21-R2-T1,EC21-R2,EC21,2,1,486568.0,-1.4522329622554164,687.8612099644129
21-2-2,EC21-R2-T2,EC21-R2,EC21,2,2,485523.0,0.8366429937235608,538.7451114772354
21-3-2,EC21-R2-T3,EC21-R2,EC21,2,3,1224148.0,2.6818028475774445,991.2178567814642
21-4-2,EC21-R2-T4,EC21-R2,EC21,2,4,1721069.0,-2.0679810367617257,964.1565836298932
21-1-3,EC21-R3-T1,EC21-R3,EC21,3,1,1338544.0,0.41667825217879617,1811.1088235294117
21-2-3,EC21-R3-T2,EC21-R3,EC21,3,2,1410590.0,-0.5071499344306404,1552.9818253632384
21-3-3,EC21-R3-T3,EC21-R3,EC21,3,3,1875712.0,-0.23656614223944217,1649.2102717378311
21-4-3,EC21-R3-T4,EC21-R3,EC21,3,4,1647879.0,0.32735616026737063,1031.9823529411765
23-1-1,EC23-R1-T1,EC23-R1,EC23,1,1,1227998.0,-1.5045278977832994,1867.9824046920821
23-2-1,EC23-R1-T2,EC23-R1,EC23,1,2,1664821.0,-1.3745353589370737,1874.9002567747327
23-3-1,EC23-R1-T3,EC23-R1,EC23,1,3,1498190.0,7.263761286431064,1130.503957567941
23-4-1,EC23-R1-T4,EC23-R1,EC23,1,4,1940380.0,-4.38254015160509,927.7888563049853
23-1-2,EC23-R2-T1,EC23-R2,EC23,2,1,1477496.0,-0.1601281961063958,2239.254385964912
23-2-2,EC23-R2-T2,EC23-R2,EC23,2,2,1960979.0,0.4313386553117376,2412.6993144360254
23-3-2,EC23-R2-T3,EC23-R2,EC23,2,3,2166322.0,-0.38255634612386485,1908.339746954522
23-4-2,EC23-R2-T4,EC23-R2,EC23,2,4,2421463.0,0.11144885633243015,1344.169590643275
23-1-3,EC23-R3-T1,EC23-R3,EC23,3,1,1229373.0,-0.7968246244287233,1912.1788856304986
23-2-3,EC23-R3-T2,EC23-R3,EC23,3,2,1839677.0,0.8334490998299338,2381.9444539557803
23-3-3,EC23-R3-T3,EC23-R3,EC23,3,3,1491357.0,0.725717910826363,1476.1968741136388
23-4-3,EC23-R3-T4,EC23-R3,EC23,3,4,1807631.0,-0.7616660673680666,1324.7888563049853
3-1-1,EC3-R1-T1,EC3-R1,EC3,1,1,1356341.0,0.9239663551801742,915.418918918919
3-2-1,EC3-R1-T2,EC3-R1,EC3,1,2,2121809.0,-1.3904968157609379,814.6231987515608
3-3-1,EC3-R1-T3,EC3-R1,EC3,1,3,1584438.0,0.006491240462307178,475.93721411388344
3-4-1,EC3-R1-T4,EC3-R1,EC3,1,4,3203355.0,0.458047506232188,570.6216216216217
3-1-2,EC3-R2-T1,EC3-R2,EC3,2,1,1938771.0,0.8818396262505506,1121.4434782608696
3-2-2,EC3-R2-T2,EC3-R2,EC3,2,2,2551400.0,-0.6470915355819697,715.5338479691969
3-3-2,EC3-R2-T3,EC3-R2,EC3,2,3,3100700.0,-1.350130579965079,573.7261859939312
3-4-2,EC3-R2-T4,EC3-R2,EC3,2,4,2832465.0,1.1161117993096492,349.67826086956524
3-1-3,EC3-R3-T1,EC3-R3,EC3,3,1,1259539.0,0.8166379217861712,846.5454545454545
3-2-3,EC3-R3-T2,EC3-R3,EC3,3,2,2051769.0,-1.474172754773501,786.7410349570303
3-3-3,EC3-R3-T3,EC3-R3,EC3,3,3,2431569.0,0.49533185227540133,562.5354572932854
3-4-3,EC3-R3-T4,EC3-R3,EC3,3,4,3161827.0,0.1601855812142271,509.32323232323233
A1,M3-R1-T1,M3-R1,M3,1,1,4885816.0,0.2916580065296501,4852.4223433242505
A2,M3-R1-T2,M3-R1,M3,1,2,8910028.0,-0.7313899772576883,6280.391540348917
A3,M3-R1-T3,M3-R1,M3,1,3,1036411.0,0.5834554862771846,465.14138546832714
A4,M3-R1-T4,M3-R1,M3,1,4,5206525.0,-0.14916459525720085,1482.0
B1,M3-R2-T1,M3-R2,M3,2,1,1989639.0,0.5244573537923937,2071.831978319783
B2,M3-R2-T2,M3-R2,M3,2,2,18659452.0,-0.24143810534254528,13091.337182348114
B3,M3-R2-T3,M3-R2,M3,2,3,20362738.0,-1.0939382554857449,7841.198776175677
B4,M3-R2-T4,M3-R2,M3,2,4,47819795.0,0.8094313180963759,13341.81300813008
C1,M3-R3-T1,M3-R3,M3,3,1,6405822.0,0.07947601689931189,6320.333333333333
C2,M3-R3-T2,M3-R3,M3,3,2,14613357.0,0.05140245315820006,11410.174671031005
C3,M3-R3-T3,M3-R3,M3,3,3,2722693.0,-0.3632931752492215,1528.2609672695523
C4,M3-R3-T4,M3-R3,M3,3,4,21449234.0,0.21334605478916288,8043.067750677506
D1,M3-R4-T1,M3-R4,M3,4,1,3909839.0,-0.12425623364980917,4511.915300546448
D2,M3-R4-T2,M3-R4,M3,4,2,2877255.0,0.14605014132019206,2520.899032602711
D3,M3-R4-T3,M3-R4,M3,4,3,4314103.0,0.07939171734265747,2528.647740319005
D4,M3-R4-T4,M3-R4,M3,4,4,4964839.0,-0.10245802059765385,2062.5765027322404
