chen_sample_label,sample,assay,assay_set,treatment,rep,time,total_raw_count,bias_prevalence,normalization_factor
hBFA1-GlyEtOH-R2-Time40,hBFA1:GlyEtOH-R2-T40,hBFA1:GlyEtOH-R2,hBFA1,GlyEtOH,R2,5.0,2283582,0.24652436470547445,188.79091620986688
hBFA1-SC-R1-Time8,hBFA1:SC-R1-T8,hBFA1:SC-R1,hBFA1,SC,R1,1.0,1575308,-0.8344574190340411,599.010455104551
hBFA1-SC-R1-Time16,hBFA1:SC-R1-T16,hBFA1:SC-R1,hBFA1,SC,R1,2.0,1552685,0.34281356593021717,614.3912197170779
hBFA1-SC-R1-Time24,hBFA1:SC-R1-T24,hBFA1:SC-R1,hBFA1,SC,R1,3.0,1584986,1.182522029704679,611.0435494812563
hBFA1-SC-R1-Time40,hBFA1:SC-R1-T40,hBFA1:SC-R1,hBFA1,SC,R1,5.0,1558740,-0.700925582973467,504.81242312423126
hBFA1-SC-R2-Time8,hBFA1:SC-R2-T8,hBFA1:SC-R2,hBFA1,SC,R2,1.0,1883034,0.24505677764124892,688.6540948275862
hBFA1-SC-R2-Time16,hBFA1:SC-R2-T16,hBFA1:SC-R2,hBFA1,SC,R2,2.0,1737092,-0.06659946866603862,639.9039320625802
hBFA1-SC-R2-Time24,hBFA1:SC-R2-T24,hBFA1:SC-R2,hBFA1,SC,R2,3.0,1867711,-0.32938584781049274,683.9188488883285
hBFA1-SC-R2-Time40,hBFA1:SC-R2-T40,hBFA1:SC-R2,hBFA1,SC,R2,5.0,1759607,0.13578680629798667,547.5501077586207
hBFA1-YPD-R1-Time8,hBFA1:YPD-R1-T8,hBFA1:YPD-R1,hBFA1,YPD,R1,1.0,1328214,0.02543199320053666,445.36561743341406
hBFA1-YPD-R1-Time16,hBFA1:YPD-R1-T16,hBFA1:YPD-R1,hBFA1,YPD,R1,2.0,1884894,0.4145198044399423,623.380247187413
hBFA1-YPD-R1-Time24,hBFA1:YPD-R1-T24,hBFA1:YPD-R1,hBFA1,YPD,R1,3.0,3388195,-0.6593508731073483,1043.6566298799282
hBFA1-YPD-R1-Time40,hBFA1:YPD-R1-T40,hBFA1:YPD-R1,hBFA1,YPD,R1,5.0,1850120,0.1758297813240793,404.84261501210653
hBFA1-YPD-R2-Time8,hBFA1:YPD-R2-T8,hBFA1:YPD-R2,hBFA1,YPD,R2,1.0,1712142,-0.2369464730517696,589.0238821138212
hBFA1-YPD-R2-Time16,hBFA1:YPD-R2-T16,hBFA1:YPD-R2,hBFA1,YPD,R2,2.0,1996011,0.3119379181835794,674.1597427133103
hBFA1-YPD-R2-Time24,hBFA1:YPD-R2-T24,hBFA1:YPD-R2,hBFA1,YPD,R2,3.0,1847952,-0.0245014666377728,586.4655469783416
hBFA1-YPD-R2-Time40,hBFA1:YPD-R2-T40,hBFA1:YPD-R2,hBFA1,YPD,R2,5.0,2023457,-0.06455456799399255,461.7357723577236
hBFA1-pH3_8-R1-Time8,hBFA1:pH3.8-R1-T8,hBFA1:pH3.8-R1,hBFA1,pH3.8,R1,1.0,1952835,-0.023457052409342087,693.1662310507057
hBFA1-pH3_8-R1-Time16,hBFA1:pH3.8-R1-T16,hBFA1:pH3.8-R1,hBFA1,pH3.8,R1,2.0,2204561,0.14489324010499402,802.9219183774145
hBFA1-pH3_8-R1-Time24,hBFA1:pH3.8-R1-T24,hBFA1:pH3.8-R1,hBFA1,pH3.8,R1,3.0,2539318,-0.21642052214092275,904.5160331568293
hBFA1-pH3_8-R1-Time40,hBFA1:pH3.8-R1-T40,hBFA1:pH3.8-R1,hBFA1,pH3.8,R1,5.0,2296210,0.056166865637558835,651.3125980135912
hBFA1-pH3_8-R2-Time8,hBFA1:pH3.8-R2-T8,hBFA1:pH3.8-R2,hBFA1,pH3.8,R2,1.0,1711136,-1.2910657776669243,563.5342995169082
hBFA1-pH3_8-R2-Time16,hBFA1:pH3.8-R2-T16,hBFA1:pH3.8-R2,hBFA1,pH3.8,R2,2.0,2404233,1.6837382932687677,792.3593702837676
hBFA1-pH3_8-R2-Time24,hBFA1:pH3.8-R2-T24,hBFA1:pH3.8-R2,hBFA1,pH3.8,R2,3.0,2823044,0.2132679519965413,916.9816502008244
hBFA1-pH3_8-R2-Time40,hBFA1:pH3.8-R2-T40,hBFA1:pH3.8-R2,hBFA1,pH3.8,R2,5.0,3102324,-0.4906310130773781,849.0212560386474
hBFA1-pH7_3-R1-Time8,hBFA1:pH7.3-R1-T8,hBFA1:pH7.3-R1,hBFA1,pH7.3,R1,1.0,2499948,-0.1564363736503513,846.1200578592093
hBFA1-pH7_3-R1-Time16,hBFA1:pH7.3-R1-T16,hBFA1:pH7.3-R1,hBFA1,pH7.3,R1,2.0,2244076,0.41149901052746485,792.9649052037907
hBFA1-pH7_3-R1-Time24,hBFA1:pH7.3-R1-T24,hBFA1:pH7.3-R1,hBFA1,pH7.3,R1,3.0,2563277,-0.4341630037456209,899.4268398700104
hBFA1-pH7_3-R1-Time40,hBFA1:pH7.3-R1-T40,hBFA1:pH7.3-R1,hBFA1,pH7.3,R1,5.0,2719186,0.0870790693980768,912.480231436837
hBFA1-pH7_3-R2-Time8,hBFA1:pH7.3-R2-T8,hBFA1:pH7.3-R2,hBFA1,pH7.3,R2,1.0,2757245,-0.21539675322412768,917.0566298342542
hBFA1-pH7_3-R2-Time16,hBFA1:pH7.3-R2-T16,hBFA1:pH7.3-R2,hBFA1,pH7.3,R2,2.0,2680456,0.1395080337651613,916.2297343915867
hBFA1-pH7_3-R2-Time24,hBFA1:pH7.3-R2-T24,hBFA1:pH7.3-R2,hBFA1,pH7.3,R2,3.0,2585981,0.2744518597044741,910.5692917267571
hBFA1-pH7_3-R2-Time40,hBFA1:pH7.3-R2-T40,hBFA1:pH7.3-R2,hBFA1,pH7.3,R2,5.0,2769573,-0.1741984073885371,897.3517495395948
