hBFA1:21C-R1-T8,hBFA1:21C-R1-T16,hBFA1:21C-R1-T24,hBFA1:21C-R1-T40,hBFA1:21C-R2-T8,hBFA1:21C-R2-T16,hBFA1:21C-R2-T24,hBFA1:21C-R2-T40,hBFA1:37C-R1-T8,hBFA1:37C-R1-T16,hBFA1:37C-R1-T24,hBFA1:37C-R1-T40,hBFA1:37C-R2-T8,hBFA1:37C-R2-T16,hBFA1:37C-R2-T24,hBFA1:37C-R2-T40,hBFA1:48Hr-R1-T8,hBFA1:48Hr-R1-T16,hBFA1:48Hr-R1-T24,hBFA1:48Hr-R1-T40,hBFA1:48Hr-R2-T8,hBFA1:48Hr-R2-T16,hBFA1:48Hr-R2-T24,hBFA1:48Hr-R2-T40,hBFA1:FLC4-R2-T8,hBFA1:FLC4-R2-T24,hBFA1:FLC4-R2-T40,hBFA1:GlyEtOH-R1-T8,hBFA1:GlyEtOH-R1-T16,hBFA1:GlyEtOH-R1-T40,hBFA1:GlyEtOH-R2-T8,hBFA1:GlyEtOH-R2-T16,hBFA1:GlyEtOH-R2-T24,hBFA1:GlyEtOH-R2-T40,hBFA1:SC-R1-T8,hBFA1:SC-R1-T16,hBFA1:SC-R1-T24,hBFA1:SC-R1-T40,hBFA1:SC-R2-T8,hBFA1:SC-R2-T16,hBFA1:SC-R2-T24,hBFA1:SC-R2-T40,hBFA1:YPD-R1-T8,hBFA1:YPD-R1-T16,hBFA1:YPD-R1-T24,hBFA1:YPD-R1-T40,hBFA1:YPD-R2-T8,hBFA1:YPD-R2-T16,hBFA1:YPD-R2-T24,hBFA1:YPD-R2-T40,hBFA1:pH3.8-R1-T8,hBFA1:pH3.8-R1-T16,hBFA1:pH3.8-R1-T24,hBFA1:pH3.8-R1-T40,hBFA1:pH3.8-R2-T8,hBFA1:pH3.8-R2-T16,hBFA1:pH3.8-R2-T24,hBFA1:pH3.8-R2-T40,hBFA1:pH7.3-R1-T8,hBFA1:pH7.3-R1-T16,hBFA1:pH7.3-R1-T24,hBFA1:pH7.3-R1-T40,hBFA1:pH7.3-R2-T8,hBFA1:pH7.3-R2-T16,hBFA1:pH7.3-R2-T24,hBFA1:pH7.3-R2-T40
26.248942093364754,44.34548140356259,99.81480247728962,624.8655432400443,26.14578414259889,43.15211361282736,94.25060591771913,706.9264899487371,57.68136973400696,98.08987965635654,164.2917680721794,557.7800671165407,41.951350483012945,88.28299500424083,206.63153166044145,647.4412594546674,121.71072902898469,147.8449166579545,244.722319672546,673.2947524249079,99.98996146222794,182.35416642279296,253.75298880003606,701.769561808285,13.828629213043584,5.865163785514929,3.248663953648472,87.01998796893706,164.61148108472952,734.9664052587439,118.44587988029684,205.81164504614352,430.1471810589348,1170.3211400215637,29.398485231859343,57.772797118241286,111.78813549320964,396.37297086163704,34.66326589534125,51.516959065789784,84.49968363337571,364.4908422804968,62.72599165237951,130.65241245084147,272.0722050051627,1022.7678229456451,60.42030056437211,139.0247480899173,261.38553985214566,959.5552835999749,56.836294345432755,106.93807520411296,169.80904783009697,496.99176953337036,41.461540222061565,115.39812470061928,184.0478311154579,518.3156454906263,48.58293999955737,72.98888044039897,130.4425465570519,259.07629770014995,46.16072619797864,77.86729346164697,106.94458975591891,267.2073689362711
158.75127820037838,148.38924140497392,138.98325161056542,133.41407839601428,165.4349383252623,147.26580933901857,133.73816209740457,124.27622053247313,222.31555875874193,178.00973467131016,141.2700094036295,113.69906524207204,192.17630095597647,176.00075542364416,204.7732523644682,124.98250000220631,171.15237179899952,128.39229544199077,133.8175601868646,124.2681774545686,151.3484620204634,158.06041077252118,130.57854090223864,139.9406415027742,46.8851009158597,20.65756386712739,6.6245797229458665,75.79960692081636,49.37003115428222,13.980889594366538,93.03265760646056,61.29226106031692,48.13676350848737,22.453410914563694,177.21226644315794,154.1832328609368,144.2863022212202,115.46070820079511,203.43159364144694,168.38808972880102,138.0619788931428,121.47016139873928,178.70710467529,147.75100283583177,125.42107710824553,102.36570573451135,177.89261717702803,141.5652383013263,127.8545324878229,102.374567506591,211.76017042013177,162.9761523814227,131.83675334184207,103.66297325856036,170.3356839953293,179.37589744705002,143.41204114890198,105.40725525094855,242.23630932030923,209.73631223998868,203.78533548559201,169.3625734187405,216.63329559161798,203.3828152402805,183.15929118808563,170.4716128196075
9.496090308392864,5.715617285590218,6.414881656224342,5.836402886578276,9.886732705976806,5.908348326776224,5.974023778902023,5.239421826505039,12.30994212119011,8.515203975906262,12.984808567818542,20.162284538100764,14.703910313205661,8.758251997169054,8.967234567439212,21.93637201348053,12.146135112976312,6.578991997594717,29.13875902057019,29.773016416828803,13.389297410719937,1.9267779170691397,24.72991542620502,24.942710184641182,5.214330164683234,3.516559237459616,2.944257654642607,60.964968694844394,218.63732422013584,2399.752935233779,68.71156403428914,229.5629323126878,535.4274242122348,3387.6047409762436,14.468862699363648,19.217149939348662,28.248126610109786,74.56829150743798,8.34090734704178,16.637081244892,27.13369573772858,72.25457436241105,20.58982472512136,33.26213918144562,58.527864674227594,157.16477869720944,18.52896007816233,34.378617105202395,53.257278014334986,140.08228053509228,16.581880974275265,19.89464473056116,33.42034116304956,90.18710916077188,25.78015227715537,21.250737634058883,35.66080463056756,93.20379160960142,16.150190362371504,17.256100794825155,17.519632094350797,21.341832242503898,15.002345057002893,19.02898354368444,21.93738025167968,25.87948372921852
45.16270263048014,53.32462994617423,57.189797396556145,63.34925536523524,52.88202216935617,53.50503612256465,60.026845529407524,76.54838564864781,51.69510374249363,31.74219201036105,25.481044553563812,12.920426754069192,48.60260969627972,33.096875997748654,28.362008544187663,12.12268883818454,73.17229119044063,78.79948479682865,54.23660843729446,90.10343029711957,56.43597719834476,84.87054488368749,56.98953236930514,59.277781307348235,63.266057007134705,100.83257544926623,182.0274819314764,26.455554370808354,14.736671492500804,5.996713508803913,30.49768662604953,22.984027698860785,17.125954105293044,9.640294377095053,38.72219572074995,36.33203976928142,36.20226966963587,36.71858915022369,40.975578607037775,41.28403162736413,40.449564649109945,43.77316276112196,40.84733821149486,42.50509728466522,41.762830212873524,39.183127987706996,39.29552042964499,42.761936589245636,39.87088718465889,46.85580215792461,34.831471571507045,39.3259280887351,39.56426483970829,53.837435865210516,49.918878283910914,42.82317601183851,47.29111034811837,50.22371326422957,41.96094830776713,36.33789805963618,36.98613495881382,32.27248001834522,43.10638918799109,40.4728511764451,36.647858758086365,31.936194493043292
6.374592532975632,9.37330599844205,19.20375179629131,93.34145410404236,7.141740416977113,10.198459231304131,19.878060370830493,123.69390251501667,25.302039761871598,23.563816404316036,24.030428579493254,77.1132474082365,4.962379577826762,11.070979297667018,131.68227149319225,92.95409141030203,88.24243743296769,22.58694133470135,33.13281790640779,77.06066158976614,14.86983778387164,78.87064626579904,38.7608544431115,91.21610804751326,2.5346825478738504,1.2384482058296669,0.6051368529613732,32.995933619835405,48.011419063498074,118.18305783809821,47.238267157283914,46.832141555444444,142.88755091289278,156.41222319019167,3.3035571461490383,10.048871447104853,24.133058458904504,88.79531852951894,7.064402615138573,11.907463011793014,13.168468167450408,75.24037247047322,13.52097140523757,28.05693758907192,57.100116968681256,213.59717635942906,13.076902929290597,28.673104217345116,50.70550142660176,205.62808726305326,20.51769286659734,28.441362423047643,25.635739222439003,43.23982137108903,5.452360021000575,49.010109869042495,45.71208991588974,79.21099677759061,9.567524938071024,14.439384732027534,31.391681751096712,47.17639341951914,10.030448205025728,19.593068434473004,20.5173839092065,58.9423945147997
3.8934115489447483,4.180210778609568,6.447286868584198,23.772022923781577,4.114304366503466,3.7678871173120725,5.988004644686979,25.00029445591375,11.142469829340953,13.47844458168899,16.855069787954385,27.197084169652456,8.563005364427406,11.383300195499846,20.213186640502393,28.67683572409107,17.481549242015557,12.436694538371382,30.784702105342756,51.755763674324655,15.065174880760837,9.366171657630225,29.115300953606987,52.06786283155051,13.049926663441651,35.777499081643725,96.86108655779532,34.1007874968087,84.72737690079519,546.5384776882755,46.99641031311465,96.52871964533048,216.8612917243409,774.5976520353822,9.076636252675414,11.798565901974905,16.100191410049145,36.88102574833109,4.716446215984876,8.892233081765408,10.878208180697115,25.846036361498008,6.866268702919995,10.543676308970738,15.565079219307817,35.66324162516457,7.795948752752879,11.860093632076689,14.520656222434418,38.58483805227874,11.685508625122099,13.572004080603884,17.105680832588256,34.15410689301126,9.346369897290963,14.551720258641954,19.99684225877545,36.42076077197262,5.462581767119044,4.78553771707124,4.350142730674785,2.900884765437501,5.622335449815183,6.37330234019009,4.317918230665523,3.5170154866938383
9.643939747690192,5.889023550181829,9.827245815232986,7.237000620628785,11.782302508911787,6.9625657166616275,9.018714463275973,5.9655961671846685,218.86009645708637,26.026088973364587,3.6258645392490694,6.35947648825695,1.5912145609615418,3.1381349071335793,2237.0457782813755,12.531872239923304,1076.6429811382764,1.9122265674407881,4.6462928196712685,3.0329189449111595,2.989838444582573,78.64024916197963,6.606006113663387,7.6584120010461705,1.6505381897190308,0.938297242717672,0.5335121546007325,82.07434260729046,91.95996164309322,50.472473185769324,164.85841296388594,39.97570726839706,359.3955934994841,38.192201088140045,1.5804913625225203,13.609144788974179,45.915980179277476,104.45296352302184,8.703416125102999,20.896380222453715,7.609313126394275,43.842467023807025,13.942017011527705,21.87282205624722,41.15921152977687,93.665822238974,16.33115347895149,22.24884594554625,31.142441717154732,80.33963875440092,307.08642796235233,61.14861375635118,8.3056777245504,0.9587275409534312,2.62527812585559,319.90178390668467,35.96588472338984,6.278534736761193,12.13526034615555,15.272972995366736,24.42327968200816,4.9365067770633795,15.36406241579603,23.787964732318546,7.103812503951769,9.797158992871346
20.095870576231917,18.932031345428108,19.065066091382988,17.512501408230595,21.244207900888835,20.491539141744095,20.409267290230407,18.437213513350898,21.857236103318122,20.783400237406955,19.85630135692619,18.10550717805173,20.916193427108787,21.552905707938717,19.476615304074716,17.532733275077685,14.918622525845038,12.102404620950166,12.42806317406507,12.603638097212123,12.471053890470468,10.938190333771134,13.051027516596983,11.865914818606802,18.26739043893951,21.93469693982476,26.39352327633256,11.789491589510925,7.173602893128937,2.3925067603027017,13.418011351393979,9.686992657780387,6.96641358473449,3.6707274679730766,20.303485393459468,15.980128521703106,13.985924598514936,12.16491455285412,19.67751313834313,17.75172827957652,15.646072360345094,13.724771287620875,21.036648619056038,18.930181240363506,16.84325094113261,13.780663875019826,20.44738823598612,18.01899329182537,16.88356612747002,13.975525367763709,16.92090502510536,15.143945083958412,14.00337999291847,13.07667018691997,21.93832751409267,16.709950161321782,15.552153001027232,12.905448409511145,19.121399915379072,14.60431439419625,10.429979822063473,5.160659750488621,20.378239892772868,14.63543154653054,10.56701038892506,5.196401525473009
16.912596383277613,16.59405479763791,15.744882133936242,15.260259050146182,16.59202429748636,16.896395557372127,16.303087127836537,16.00776926628323,18.058594882735473,17.09153161932856,15.84097373225732,13.746933714839937,17.382972236717784,16.45769983192524,18.086918673849933,13.67075355975622,19.95226936473204,16.48562507105689,14.737154359004697,13.55399736349324,16.944860311388688,18.82465989794141,14.700325679448571,13.457204709681161,5.267601564899239,2.582195485063929,1.0354804460008058,8.771317018273882,5.467064338559218,1.5583903408841722,11.829874596110116,7.759264694319705,5.66667600053306,2.8709008423301015,16.56064584665463,15.434065637185737,13.825452088596666,11.756842197743445,18.655229230733642,15.620647881731573,15.852154777595649,13.702855488546394,16.911947634405706,15.465876276633415,13.635421464740803,12.436931818046872,16.873679151808023,15.233995817245296,13.926925772489056,12.680412371026977,16.56024121809705,14.92222917543164,14.139078064003765,11.802320469619954,15.803829532457252,16.204596541295633,14.328638882748548,12.53561077407621,21.883419295911175,19.758260560359414,18.4335369103467,17.521475482149107,20.985617870677295,19.433809488547606,18.167257600367734,17.01562403817439
16.399961441803406,14.045609646285602,13.689851637724528,11.565791329643353,16.360156553503728,14.55851316778219,13.755773453958135,11.505537527416068,22.858379295288373,17.781549741555423,15.091007984388908,11.940351619119097,19.482681115325178,17.09228877020227,24.464118078565765,13.248554088043562,13.789090670239,9.078537326817806,11.389608239081518,7.604212824174163,9.77613656348427,10.83004812756297,10.953906654740374,8.18505231562986,9.618621656327816,17.052138521053887,17.959971688423355,8.69040080706344,5.871074413006316,1.7231540781135275,13.988345105706866,8.036609370925317,6.182373497300881,2.7384792183653346,18.862775958563454,16.957466293869818,16.081993505245556,13.15538146827255,18.48678472262787,17.712754611977928,14.256487979658974,11.613548986439266,15.037083551536112,13.785046831830483,11.934689986877864,10.458385167253581,16.396618698231737,13.127356936066105,11.91922454643585,10.527666017953392,23.21088254797114,18.25419603428864,13.594079271241089,9.863159459012827,17.35120651767282,18.540316497728288,14.591657147897996,10.010350090050643,18.625016455888197,13.413588115879786,8.73997252551981,3.476239694676845,17.38169648484068,11.729127748246976,6.802443488972654,3.1113774520282087
