chen_sample_label,sample,assay,assay_set,treatment,rep,time,total_raw_count,bias_prevalence,normalization_factor
hBFA1-SC-R1-Time24,hBFA1:SC-R1-T24,hBFA1:SC-R1,hBFA1,SC,R1,3.0,1584986,1.2487205447675467,604.4648626512735
hBFA1-SC-R1-Time40,hBFA1:SC-R1-T40,hBFA1:SC-R1,hBFA1,SC,R1,5.0,1558740,-0.8232945494826951,504.81242312423126
hBFA1-SC-R2-Time8,hBFA1:SC-R2-T8,hBFA1:SC-R2,hBFA1,SC,R2,1.0,1883034,0.11689510828578277,688.6540948275862
hBFA1-SC-R2-Time16,hBFA1:SC-R2-T16,hBFA1:SC-R2,hBFA1,SC,R2,2.0,1737092,0.7769312969653223,641.4586689700637
hBFA1-SC-R2-Time24,hBFA1:SC-R2-T24,hBFA1:SC-R2,hBFA1,SC,R2,3.0,1867711,-1.4662462013875863,679.3398218543236
hBFA1-SC-R2-Time40,hBFA1:SC-R2-T40,hBFA1:SC-R2,hBFA1,SC,R2,5.0,1759607,0.5165443620915002,547.5501077586207
hBFA1-YPD-R1-Time8,hBFA1:YPD-R1-T8,hBFA1:YPD-R1,hBFA1,YPD,R1,1.0,1328214,-0.044033951814028395,445.36561743341406
hBFA1-YPD-R1-Time16,hBFA1:YPD-R1-T16,hBFA1:YPD-R1,hBFA1,YPD,R1,2.0,1884894,-0.03819868368083379,623.5016902799977
hBFA1-YPD-R1-Time24,hBFA1:YPD-R1-T24,hBFA1:YPD-R1,hBFA1,YPD,R1,3.0,3388195,0.16736150338919248,1048.3724347305256
hBFA1-YPD-R1-Time40,hBFA1:YPD-R1-T40,hBFA1:YPD-R1,hBFA1,YPD,R1,5.0,1850120,-0.07612129656053164,404.84261501210653
hBFA1-YPD-R2-Time8,hBFA1:YPD-R2-T8,hBFA1:YPD-R2,hBFA1,YPD,R2,1.0,1712142,0.1903787205689336,589.0238821138212
hBFA1-YPD-R2-Time16,hBFA1:YPD-R2-T16,hBFA1:YPD-R2,hBFA1,YPD,R2,2.0,1996011,-0.1380741747011274,670.736694610371
hBFA1-YPD-R2-Time24,hBFA1:YPD-R2-T24,hBFA1:YPD-R2,hBFA1,YPD,R2,3.0,1847952,-0.22327106734478486,582.7560319408449
hBFA1-YPD-R2-Time40,hBFA1:YPD-R2-T40,hBFA1:YPD-R2,hBFA1,YPD,R2,5.0,2023457,0.14700870207536737,461.7357723577236
hBFA1-pH3_8-R1-Time8,hBFA1:pH3.8-R1-T8,hBFA1:pH3.8-R1,hBFA1,pH3.8,R1,1.0,1952835,0.10580368358675445,693.1662310507057
hBFA1-pH3_8-R1-Time16,hBFA1:pH3.8-R1-T16,hBFA1:pH3.8-R1,hBFA1,pH3.8,R1,2.0,2204561,0.3039367851877911,802.8291118132133
hBFA1-pH3_8-R1-Time24,hBFA1:pH3.8-R1-T24,hBFA1:pH3.8-R1,hBFA1,pH3.8,R1,3.0,2539318,-0.7513573481862637,906.4240217816848
hBFA1-pH3_8-R1-Time40,hBFA1:pH3.8-R1-T40,hBFA1:pH3.8-R1,hBFA1,pH3.8,R1,5.0,2296210,0.27038088025531487,651.3125980135912
hBFA1-pH3_8-R2-Time8,hBFA1:pH3.8-R2-T8,hBFA1:pH3.8-R2,hBFA1,pH3.8,R2,1.0,1711136,-4.180196438620589,563.5342995169082
hBFA1-pH3_8-R2-Time16,hBFA1:pH3.8-R2-T16,hBFA1:pH3.8-R2,hBFA1,pH3.8,R2,2.0,2404233,4.844240943606104,811.3130095672047
hBFA1-pH3_8-R2-Time24,hBFA1:pH3.8-R2-T24,hBFA1:pH3.8-R2,hBFA1,pH3.8,R2,3.0,2823044,1.1017096129718538,939.0982708024081
hBFA1-pH3_8-R2-Time40,hBFA1:pH3.8-R2-T40,hBFA1:pH3.8-R2,hBFA1,pH3.8,R2,5.0,3102324,-1.7475739114242117,849.0212560386474
hBFA1-pH7_3-R1-Time8,hBFA1:pH7.3-R1-T8,hBFA1:pH7.3-R1,hBFA1,pH7.3,R1,1.0,2499948,-0.6660746614216444,846.1200578592093
hBFA1-pH7_3-R1-Time16,hBFA1:pH7.3-R1-T16,hBFA1:pH7.3-R1,hBFA1,pH7.3,R1,2.0,2244076,-0.01620121581948868,795.3129250199607
hBFA1-pH7_3-R1-Time24,hBFA1:pH7.3-R1-T24,hBFA1:pH7.3-R1,hBFA1,pH7.3,R1,3.0,2563277,1.2849298932703845,907.0966726485738
hBFA1-pH7_3-R1-Time40,hBFA1:pH7.3-R1-T40,hBFA1:pH7.3-R1,hBFA1,pH7.3,R1,5.0,2719186,-0.6620648956318237,912.480231436837
hBFA1-pH7_3-R2-Time8,hBFA1:pH7.3-R2-T8,hBFA1:pH7.3-R2,hBFA1,pH7.3,R2,1.0,2757245,-0.08624922863196333,917.0566298342542
hBFA1-pH7_3-R2-Time16,hBFA1:pH7.3-R2-T16,hBFA1:pH7.3-R2,hBFA1,pH7.3,R2,2.0,2680456,0.7553105995274141,923.853864472681
hBFA1-pH7_3-R2-Time24,hBFA1:pH7.3-R2-T24,hBFA1:pH7.3-R2,hBFA1,pH7.3,R2,3.0,2585981,-0.9159599323804162,899.9707254820095
hBFA1-pH7_3-R2-Time40,hBFA1:pH7.3-R2-T40,hBFA1:pH7.3-R2,hBFA1,pH7.3,R2,5.0,2769573,0.2712609053940507,897.3517495395948
