hBFA1:21C-R1,hBFA1:21C-R2,hBFA1:37C-R1,hBFA1:37C-R2,hBFA1:48Hr-R1,hBFA1:48Hr-R2,hBFA1:FLC4-R2,hBFA1:GlyEtOH-R1,hBFA1:GlyEtOH-R2,hBFA1:SC-R1,hBFA1:SC-R2,hBFA1:YPD-R1,hBFA1:YPD-R2,hBFA1:pH3.8-R1,hBFA1:pH3.8-R2,hBFA1:pH7.3-R1,hBFA1:pH7.3-R2
0.8083352197331926,0.8415510718715421,0.5678609801863499,0.6854563686998276,0.44313575176847575,0.4761561788225125,-0.36212430080306435,0.5254195487541056,0.5784957545073599,0.6491899949286846,0.5965075406140242,0.6968407102024508,0.6814569692142176,0.5346817203078059,0.6043407791944168,0.4237487973186019,0.43070321453983434
-0.042726140467880515,-0.06966627368248035,-0.1663294210958812,-0.1012825807711119,-0.06470559340487948,-0.02808817294087902,-0.4892282538669163,-0.42212742784992363,-0.34858816732496994,-0.10410545392831483,-0.12746863372739656,-0.13709086074818963,-0.13194013210401861,-0.17477493712995137,-0.1327612390250117,-0.08461445259503679,-0.06100677004569011
-0.09286044467821293,-0.13354668495799898,0.1599912411861475,0.13314596512119448,0.30810771093940026,0.3436717391493531,-0.1428884801581991,0.8905969918304267,0.9576004746006179,0.416430387687684,0.5296980287072539,0.5113805069339121,0.4973587266893034,0.4399033530401481,0.3563068187307478,0.06832353982212983,0.13068317851663097
0.07952136658678545,0.0977236510969879,-0.33495032130811425,-0.3395227854682302,0.03861551900245144,-0.022061446821000072,0.2642021785465918,-0.3545972213757016,-0.2883941286784231,-0.010123447041615106,0.015970942342811715,-0.013472591509059129,0.038417177359851805,0.10520989592007786,0.013162137851129836,-0.0587795010604773,-0.07635936856262308
0.6886184497838503,0.7320428863855917,0.291184701770096,0.7783761224526036,0.05397510976117366,0.35079208714306737,-0.35809226120694626,0.3146478426640099,0.34023923854797544,0.8078059515648831,0.5813440442581548,0.6882637696994837,0.6799098633339964,0.1700656458648757,0.560656554932736,0.4089452917744745,0.41844038224136676
0.47354738225091647,0.4822547164081902,0.22497190966723798,0.31092975977848547,0.32445326012666453,0.37846232457612833,0.501123835159079,0.6769135791028317,0.7025808935766433,0.3544070406292245,0.40695008733287635,0.41026256742032907,0.3930439858786582,0.273853779006067,0.33353660675976116,-0.15791129120452352,-0.1389227150719789
-0.03101595169575777,-0.13755576295792174,-0.8445348556378369,0.6795719685654373,-1.122692217716482,-0.015741865520224885,-0.28234370901479455,-0.13964758147699424,-0.23235197552484824,0.9894019572616829,0.3368589155710531,0.4821418239993477,0.40161564477251915,-1.4483492007422842,-0.11267284142271723,-0.23101723191613982,-0.17520839718384937
-0.03177353327116391,-0.034494208922431165,-0.04684917908404077,-0.04998161678384011,-0.0306473624295312,-0.00025017767826161574,0.0920002806353245,-0.39117181982199334,-0.3241122373727419,-0.12184374000184738,-0.09036409828802203,-0.10607963520643006,-0.09249017244055072,-0.06216813874859132,-0.12293183806737946,-0.33100981790216605,-0.3417764449276928
-0.02685031212961973,-0.011278103741693205,-0.06917598599075372,-0.05595143563658504,-0.09172460526629181,-0.07233582123082566,-0.4066774074722795,-0.4288209318222747,-0.34899496557653725,-0.08721444807366195,-0.06876922050309021,-0.07752416674765168,-0.07018636913216401,-0.08268517331037444,-0.0645208418129589,-0.05330863736717722,-0.051459871695188245
-0.08167892062879929,-0.08547301276718049,-0.15732278289201362,-0.08143886953856325,-0.12268172627680925,-0.05120290083090272,0.15611112776505026,-0.40546446012552834,-0.395179039094643,-0.088093697651555,-0.12329954023470983,-0.09252294755473482,-0.10398310283770214,-0.21476115242101157,-0.15207003321744805,-0.42511076356803035,-0.43546509283314655
