hBFA1:21C-R1,hBFA1:21C-R2,hBFA1:37C-R1,hBFA1:37C-R2,hBFA1:48Hr-R1,hBFA1:48Hr-R2,hBFA1:FLC4-R2,hBFA1:GlyEtOH-R1,hBFA1:GlyEtOH-R2,hBFA1:SC-R1,hBFA1:SC-R2,hBFA1:YPD-R1,hBFA1:YPD-R2,hBFA1:pH3.8-R1,hBFA1:pH3.8-R2,hBFA1:pH7.3-R1,hBFA1:pH7.3-R2
0.808597479025555,0.8417913422703127,0.5646051253951921,0.6815068305893686,0.44448978068654554,0.47500004637531645,-0.36211018905025344,0.5141690405002751,0.5699864355216168,0.648631971258807,0.5959959884148395,0.6959931318511321,0.6806577092604229,0.5332327471388487,0.6044059476008282,0.42232789009233834,0.42902421404643015
-0.04246656032341036,-0.06954037001162376,-0.16960012666152094,-0.10529790917584551,-0.0633125569931783,-0.029243541158288724,-0.4892266099728294,-0.43336736512367574,-0.3571016517858309,-0.10470487022266996,-0.1280625247037726,-0.13800417503916781,-0.13272435711055824,-0.17622137682644004,-0.13271754585679765,-0.08600733577813671,-0.06271192996954775
-0.09259686835591678,-0.1332501871507241,0.1567426854303099,0.12922877313159767,0.3094425594990554,0.34251523041366405,-0.14286823865432663,0.8793412849607699,0.9490932018288502,0.4158927158151857,0.5292269578872062,0.5105652473479725,0.49655207484458536,0.43845313117127976,0.35638254489517357,0.06688885448680558,0.1290170389870286
0.07978109624398476,0.09785593736544058,-0.33822019816225285,-0.3435344422037013,0.040006378377753955,-0.023216857709683885,0.26420451825040514,-0.3658377486520588,-0.2969073807355636,-0.010720553234305997,0.015381646551539216,-0.014382237187869304,0.03763211327709156,0.10376331471764491,0.013207029499719627,-0.06017394822650211,-0.07806306858006344
0.7129937296231907,0.7834445155294699,0.633868249183275,0.6671483008486051,0.4450622916514222,0.4351597572683222,-0.35809745118694286,0.5257779094365216,0.5944044089895737,0.600525349095191,0.5818181408647476,0.6768278499643868,0.6860983049830958,0.6476370023967073,0.6248141649173039,0.44569618373905123,0.4426818498429594
0.47380924294795473,0.4824779732506605,0.22171384508287514,0.30697043471528357,0.32581309126885566,0.3773063056802493,0.5011360921627677,0.6656646430566427,0.6940709545027056,0.3538428596233609,0.4064262862142583,0.40940521004687996,0.392246962549161,0.27240518195322766,0.3335985803542707,-0.15932802956690978,-0.14060560714786355
0.04698840324197643,0.02793337412344553,0.26747723871219964,0.3299648257008711,0.13496129197305784,0.2588083988083843,-0.28235729099115714,0.5659750148064578,0.6059506741673768,0.322533868234759,0.33975290426692506,0.44734199682009007,0.423301442014506,0.09444306548769639,0.09407067792843482,-0.10945890036443916,-0.09325348852348969
-0.03151094667264702,-0.03423996416153758,-0.050103220108079126,-0.05392311570416121,-0.029298100802149615,-0.0014064037172702676,0.09201591583775237,-0.4024236202927371,-0.3326210480248332,-0.1223967053918884,-0.09086558950182193,-0.10691918124714803,-0.0932912695340496,-0.06361742266171672,-0.1228640457560405,-0.3324341494844949,-0.34345224906006394
-0.026592385043227345,-0.011222773127972121,-0.07245585293037524,-0.060007362792876405,-0.0903074950004145,-0.07349071717778582,-0.40668345724929617,-0.4400543441854745,-0.35751101838413696,-0.08783940858612636,-0.06941392111523044,-0.07847804548108808,-0.07096131631229967,-0.08413004584624549,-0.06449040008377185,-0.05468422716001616,-0.05318117388436246
-0.0814170368067378,-0.0852487709657062,-0.1605807188156688,-0.08539762830377262,-0.12132223016435623,-0.05235892611581297,0.1561234921329459,-0.41671348670225333,-0.4036889417088975,-0.08865752267785955,-0.12382263230866945,-0.09337973888122326,-0.10478025562168806,-0.21620977021508594,-0.15200787454973996,-0.42652774316767983,-0.43714775958461305
